document_id,category,original_text,stemmed_text,word_count,keyword_percentage
1343,Power_and_Energy,"With an increased focus on the utilization of green technologies and greater demands on the electric power grid, renewable energy is an important form of current and future power generation. With remote generation deployments, such as those based on wind energy, a cost-effective communication system with global coverage using satellite technology would be advantageous. The monitoring of remote generators for performance and maintenance issues is certainly necessary for any distributed-generation system. To offer a cost-effective satellite solution, a cost-optimization algorithm for minimizing data transmission while maximizing relevant telemetry data is required. This paper proposes a low-cost smart communications architecture using an Iridium Satellite System 9601 short-burst data transceiver and simple microcontroller technology. The microcontroller allows for simple optimization routines to be performed on the locally stored data. This proposed system was implemented and tested and recommendations are drawn on the usability of the developed communication system for monitoring a remote generation site.","with an increase focus on the utilization of green technology and great demand on the electric power grid , renewable energy be an important form of current and future power generation . with remote generation deployment , such as those base on wind energy , a cost-effective communication system with global coverage use satellite technology would be advantageous . the monitoring of remote generator for performance and maintenance issue be certainly necessary for any distributed-generation system . to offer a cost-effective satellite solution , a cost-optimization algorithm for minimize data transmission while maximize relevant telemetry data be require . this paper propose a low-cost smart communication architecture use an iridium satellite system 9601 short-burst data transceiver and simple microcontroller technology . the microcontroller allow for simple optimization routine to be perform on the locally store data . this proposed system be implement and test and recommendation be draw on the usability of the develop communication system for monitor a remote generation site .",152,0.5
1344,Power_and_Energy,"This paper provides a detailed core model for the step-down transformer (SDT) of the coupling capacitor voltage transformer (CCVT) to investigate the CCVT transients and ferroresonance behavior. The core model represents hysteresis symmetric and asymmetric minor loops, remnant flux, and the eddy current effects. Based on the developed model, the impacts of passive and active ferroresonance suppression circuits (PFSC and AFSC) and overvoltage protection devices (OPDs) for fast suppression of the CCVT ferroresonance phenomenon are also studied. This paper also presents a generalized methodology to select the AFSC parameters. The simulation results, in the PSCAD/EMTDC environment, indicate that the hysteresis and eddy current effects of the SDT core significantly influence the CCVT ferroresonance behavior. The study results also show that: 1) in both the presence and the absence of arresters and spark gaps, the AFSC can mitigate the phenomenon faster than the PFSC, i.e., in about two cycles and 2) the output fidelity of the AFSC-based CCVT is less dependent on the burden as compared with that of the PFSC.","this paper provide a detailed core model for the step-down transformer -LRB- sdt -RRB- of the coupling capacitor voltage transformer -LRB- ccvt -RRB- to investigate the ccvt transient and ferroresonance behavior . the core model represent hysteresis symmetric and asymmetric minor loop , remnant flux , and the eddy current effect . base on the develop model , the impact of passive and active ferroresonance suppression circuit -LRB- pfsc and afsc -RRB- and overvoltage protection device -LRB- opd -RRB- for fast suppression of the ccvt ferroresonance phenomenon be also study . this paper also present a generalized methodology to select the afsc parameter . the simulation result , in the pscad/emtdc environment , indicate that the hysteresis and eddy current effect of the sdt core significantly influence the ccvt ferroresonance behavior . the study result also show that : 1 -RRB- in both the presence and the absence of arrester and spark gap , the afsc can mitigate the phenomenon faster than the pfsc , i.e. , in about two cycle and 2 -RRB- the output fidelity of the afsc-based ccvt be less dependent on the burden as compare with that of the pfsc .",170,0.5
1345,Power_and_Energy,"Friction-type reinforcing members (FRMs) developed for the purpose of enhancing the wind-resistant performance of transmission towers are tested experimentally. The FRMs, in the middle of which slotted bolted connections (SBCs) are installed, are placed on the outside of tower legs, and provide additional damping and stiffness to the tower structure under bending deformations. First, the SBCs used in the FRMs are tested for various frictional sliding interface conditions. Second, the FRMs are installed on a 1/2 scale plane tower substructure and cyclic loading tests are conducted. Energy dissipation capacity and effects from local deformations of the FRMs and joint slips are investigated. From the test results, remarkable energy dissipation capacity, reaching to the 2.4 times of that before the installation of the FRMs, is observed. However, the local deformation of the SBC and joint slip should be prevented for more reliable design of the FRMs.","friction-type reinforce member -LRB- frm -RRB- develop for the purpose of enhance the wind-resistant performance of transmission tower be test experimentally . the frm , in the middle of which slot bolt connection -LRB- sbc -RRB- be instal , be place on the outside of tower leg , and provide additional damp and stiffness to the tower structure under bend deformation . first , the sbc use in the frm be test for various frictional slide interface condition . second , the frm be instal on a 1/2 scale plane tower substructure and cyclic load test be conduct . energy dissipation capacity and effect from local deformation of the frm and joint slip be investigate . from the test result , remarkable energy dissipation capacity , reach to the 2.4 time of that before the installation of the frm , be observe . however , the local deformation of the sbc and joint slip should be prevent for more reliable design of the frm .",145,0.6666666666666666
1346,Power_and_Energy,"The wavelet transform coefficients (WTCs) contain plenty of information needed for transient signal identification of power quality (PQ) events. However, once the power signals under investigation are corrupted by noises, the performance of the wavelet transform (WT) on detecting and recognizing PQ events would be greatly degraded. At the mean time, adopting the WTCs directly has the drawbacks of taking a longer time and much memory for the recognition system. To solve the problem of noises riding on power signals and to effectively reduce the number of features representing power transient signals, a noise-suppression scheme of noise-riding signals and an energy spectrum of the WTCs in different scales calculated by the Parseval's theorem are presented in this paper. The neuro-fuzzy classification system is then used for fuzzy rule construction and signal recognition. The success rates of recognizing PQ events from noise-riding signals have proven to be feasible in power system applications.","the wavelet transform coefficient -LRB- wtc -RRB- contain plenty of information need for transient signal identification of power quality -LRB- pq -RRB- event . however , once the power signal under investigation be corrupt by noise , the performance of the wavelet transform -LRB- wt -RRB- on detect and recognize pq event would be greatly degraded . at the mean time , adopt the wtc directly have the drawback of take a long time and much memory for the recognition system . to solve the problem of noise rid on power signal and to effectively reduce the number of feature represent power transient signal , a noise-suppression scheme of noise-riding signal and an energy spectrum of the wtc in different scale calculate by the parseval 's theorem be present in this paper . the neuro-fuzzy classification system be then use for fuzzy rule construction and signal recognition . the success rate of recognize pq event from noise-riding signal have prove to be feasible in power system application .",151,0.6
1347,Power_and_Energy,"This paper presents an evaluation of the proximity effect upon the impedance characteristics of single-core and three-core subsea cables. The proximity effect is often ignored in subsea cable models used by computer-based simulation packages that are widely used for establishing the performance of offshore electrical power systems. Two common types of subsea cables have been investigated in this study; single-core and three-core cables. Models have been developed and results presented which clearly show that the proximity effect has almost no effect on single-core cables but has a significant effect upon three-core cables. In addition, sequence domain harmonic impedance analysis shows that the proximity effect is a significant factor for the evaluation of harmonic impedance of three-core cables when the armor is used as a common ground. The paper concludes that when calculating the harmonic impedance of single-core subsea cables then only skin effect needs to be accounted for but for three-core cables then both skin effect and proximity effects must be considered. Both these effects are accounted for in the specific harmonic equations developed in this paper that represent subsea cables and calculations have established when such physical phenomena should be included in subsea power system analysis.","this paper present an evaluation of the proximity effect upon the impedance characteristic of single-core and three-core subsea cable . the proximity effect be often ignore in subsea cable model use by computer-based simulation package that be widely use for establish the performance of offshore electrical power system . two common type of subsea cable have be investigate in this study ; single-core and three-core cable . model have be develop and result present which clearly show that the proximity effect have almost no effect on single-core cable but have a significant effect upon three-core cable . in addition , sequence domain harmonic impedance analysis show that the proximity effect be a significant factor for the evaluation of harmonic impedance of three-core cable when the armor be use as a common ground . the paper conclude that when calculate the harmonic impedance of single-core subsea cable then only skin effect need to be account for but for three-core cable then both skin effect and proximity effect must be consider . both these effect be account for in the specific harmonic equation develop in this paper that represent subsea cable and calculation have establish when such physical phenomenon should be include in subsea power system analysis .",197,0.8333333333333334
1348,Power_and_Energy,"The paper deals with the evaluation of the indirect-lightning performance of overhead distribution networks. The novelty of this contribution is that it takes into account the inherent complexity of distribution networks. These networks are indeed characterized by a plurality of lines (main feeder and laterals) and also by the presence of typical power components (e.g., transformers and surge arresters); they consequently differ considerably from the straight line configuration generally adopted in this type of studies. To accomplish such an evaluation we have extended the general procedure already presented in a previous paper based on the use of the LIOV code along with the Monte Carlo method. The extended procedure combines the advantage of the LIOV-EMTP computer code-that allows the calculation of lightning-induced voltages in complex distribution networks-with a heuristic technique specifically developed and integrated in the Monte Carlo routine in order to reduce the computational effort. The application of the proposed procedure to a set of distribution overhead networks characterized by different topologies, but all of the same length, shows that, in general, the usual single straight-line approach may result into a misestimation of the indirect-lightning performance. The paper also analyzes and discusses the influence of both the line terminations, and the position of the line poles.","the paper deal with the evaluation of the indirect-lightning performance of overhead distribution network . the novelty of this contribution be that it take into account the inherent complexity of distribution network . these network be indeed characterize by a plurality of line -LRB- main feeder and lateral -RRB- and also by the presence of typical power component -LRB- e.g. , transformer and surge arrester -RRB- ; they consequently differ considerably from the straight line configuration generally adopt in this type of study . to accomplish such an evaluation we have extend the general procedure already present in a previous paper base on the use of the liov code along with the monte carlo method . the extended procedure combine the advantage of the liov-emtp computer code-that allow the calculation of lightning-induced voltage in complex distribution networks-with a heuristic technique specifically develop and integrate in the monte carlo routine in order to reduce the computational effort . the application of the propose procedure to a set of distribution overhead network characterize by different topology , but all of the same length , show that , in general , the usual single straight-line approach may result into a misestimation of the indirect-lightning performance . the paper also analyze and discuss the influence of both the line termination , and the position of the line pole .",207,0.3333333333333333
1349,Power_and_Energy,"Although the multilevel current reinjection concept has been presented as a possible self-commutating alternative to line-commutated conversion for large power HVDC transmission, in its present form, the lack of independent reactive power control at the two converter terminals constitutes a severe limitation to its eventual acceptability. For very large power ratings, the use of double-group converter terminals has been shown theoretically to overcome the reactive power interdependence; however, the high nonlinearities involved make it difficult to design a practical control system, which is the main purpose of this paper. Comprehensive PSCAD/EMTDC simulation is used to verify that the dynamic and steady-state response of the proposed control system design are perfectly satisfactory.","although the multilevel current reinjection concept have be present as a possible self-commutating alternative to line-commutated conversion for large power hvdc transmission , in its present form , the lack of independent reactive power control at the two converter terminal constitute a severe limitation to its eventual acceptability . for very large power rating , the use of double-group converter terminal have be show theoretically to overcome the reactive power interdependence ; however , the high nonlinearitie involve make it difficult to design a practical control system , which be the main purpose of this paper . comprehensive pscad/emtdc simulation be use to verify that the dynamic and steady-state response of the propose control system design be perfectly satisfactory .",111,0.16666666666666666
1412,Robotics,"Bicycle robots are such a kind of mobile robots subjected to nonholonomic constraints and under-actuated degree of freedom (DOF) simultaneously, and it is a common scenario for these robots to climb a slope. The research in this paper is focused on dynamic modeling and dynamic characteristics analysis of a front-wheel drive bicycle robot under the state of slope-climbing. The concepts of critical angle and critical driving torque were proposed to estimate the slope-climbing capability. Kinematics of the robot was derived under the assumption of rolling without slipping of the two road wheels on a slope plane. Recursion dynamic model of the bicycle robot was constructed by using Kane equation and energy and work analysis is introduced to validate the model. Numerical simulations of the running behavior on different gradients were implemented in MATLAB to analyze the dynamical characteristics of the bicycle robot. Simulations results show the model is basically in agreement with the real working condition of the bicycle robot.","bicycle robot be such a kind of mobile robot subject to nonholonomic constraint and under-actuated degree of freedom -LRB- dof -RRB- simultaneously , and it be a common scenario for these robot to climb a slope . the research in this paper be focus on dynamic modeling and dynamic characteristic analysis of a front-wheel drive bicycle robot under the state of slope-climbing . the concept of critical angle and critical drive torque be propose to estimate the slope-climbing capability . kinematics of the robot be derive under the assumption of roll without slip of the two road wheel on a slope plane . recursion dynamic model of the bicycle robot be construct by use kane equation and energy and work analysis be introduce to validate the model . numerical simulation of the run behavior on different gradient be implement in matlab to analyze the dynamical characteristic of the bicycle robot . simulation result show the model be basically in agreement with the real work condition of the bicycle robot .",160,0.8
1413,Robotics,"A control scheme of ANN-based PID controller is developed here to reach high precision tracking control for an electro-hydraulic servo system. The PID controller is used as a feedback controller to guarantee the system stability. The cerebellar model articulation controller (CMAC) neural network is used as a feed-forward compensator to identify the inverse system dynamics model. The CMAC and the PID controller are connected in parallel. The outputs of this paralleled controller are summed up as the total control action. A nonlinear tracking differentiator (NTD) is presented to yield high quality differential signals for the PID controller. The main task of this control algorithm is to make the error between the total control action and the output of the CMAC minimize by the CMAC learning algorithm. Thus the control action is formed by the CMAC. Numerical simulation results show comparing with conventional PID control strategy this proposed control scheme has an excellent system performance including high precision trajectory tracking ability and rejection of disturbance.","a control scheme of ann-based pid controller be develop here to reach high precision tracking control for an electro-hydraulic servo system . the pid controller be use as a feedback controller to guarantee the system stability . the cerebellar model articulation controller -LRB- cmac -RRB- neural network be use as a feed-forward compensator to identify the inverse system dynamic model . the cmac and the pid controller be connect in parallel . the output of this paralleled controller be sum up as the total control action . a nonlinear tracking differentiator -LRB- ntd -RRB- be present to yield high quality differential signal for the pid controller . the main task of this control algorithm be to make the error between the total control action and the output of the cmac minimize by the cmac learning algorithm . thus the control action be form by the cmac . numerical simulation result show compare with conventional pid control strategy this propose control scheme have an excellent system performance include high precision trajectory track ability and rejection of disturbance .",164,0.75
1414,Robotics,"In China, with the reform process of higher education system, the turnover phenomenon of university teachers gets more popular. Though the absolute turnover rate is not very high, such an emerging issue has already put much pressure on Chinese universities. However, besides limited literature, there are very limited studies focusing on the issue of university teachers' turnover, and what's more, the existing research contributions are far from being satisfied. In order to deal with the gap, the paper proposes a four-phased turnover model for Chinese university teachers adapted from Mobley turnover procedure model. According to the model, the whole turnover process of Chinese university teachers can be divided into four phases, respectively the job sense accumulation phase, the job burnout breeding phase, the turnover intention emergence phase and the turnover behaviour execution phase. In each phase, Chinese university teachers have different psychological features and typical behaviour, and the transformation from the former phase to the late depends on some special conditions.","in china , with the reform process of high education system , the turnover phenomenon of university teacher get more popular . though the absolute turnover rate be not very high , such an emerge issue have already put much pressure on chinese university . however , besides limited literature , there be very limited study focus on the issue of university teacher ' turnover , and what ' more , the exist research contribution be far from be satisfy . in order to deal with the gap , the paper propose a four-phased turnover model for chinese university teacher adapt from mobley turnover procedure model . accord to the model , the whole turnover process of chinese university teacher can be divide into four phase , respectively the job sense accumulation phase , the job burnout breed phase , the turnover intention emergence phase and the turnover behavior execution phase . in each phase , chinese university teacher have different psychological feature and typical behavior , and the transformation from the former phase to the late depend on some special condition .",161,1
1415,Robotics,"This paper explains the relationship between the MOF and EMF meta-models and describes the ATL transformation tool. Based on this specific mapping, general principles for transformation between these modelling frameworks are discussed and used to reflect on our current standardization work on MOF query/view/transformations (QVT) within the OMG's model driven architecture initiative.","this paper explain the relationship between the mof and emf meta-model and describe the atl transformation tool . base on this specific mapping , general principle for transformation between these model framework be discuss and use to reflect on our current standardization work on mof query/view/transformation -LRB- qvt -RRB- within the omg 's model drive architecture initiative .",52,0.6
1416,Robotics,"In this paper, the chaotic characteristic of the Sprott E system with parameter is studied in theoretical analysis and numerical simulations, and abundant dynamical behavior is presented. In order to realize the anti-synchronization of the system, a proper systematical state controller is designed. Numerical simulations show that the state observer works well.","in this paper , the chaotic characteristic of the sprott e system with parameter be study in theoretical analysis and numerical simulation , and abundant dynamical behavior be present . in order to realize the anti-synchronization of the system , a proper systematical state controller be design . numerical simulation show that the state observer work well .",52,0.5
1417,Robotics,"This paper presents a double-agent convoying scenario simulation that is changeable by an emergent trigger (ET). The simulation uses easy collaborative control (ECC) that consists of position control with reduced gains of the simple robust normalized IP control (SIRONOIPC), order cooperation control, and a case based scene technology (CBST).","this paper present a double-agent convoying scenario simulation that be changeable by an emergent trigger -LRB- et -RRB- . the simulation use easy collaborative control -LRB- ecc -RRB- that consist of position control with reduced gain of the simple robust normalized ip control -LRB- sironoipc -RRB- , order cooperation control , and a case base scene technology -LRB- cbst -RRB- .",49,0.5
1418,Robotics,"Usually, the population of a large marketing dataset is assumed that a mixture of two or more different groups. In this paper, to classify the observations into the group of some different populations, we propose a fuzzy clustering technique that uses an unobserved variable that influences the observed variables. And, we show an effectiveness of the technique to clarify the data structure and to extract the feature.","usually , the population of a large marketing dataset be assume that a mixture of two or more different group . in this paper , to classify the observation into the group of some different population , we propose a fuzzy clustering technique that use an unobserved variable that influence the observed variable . and , we show an effectiveness of the technique to clarify the data structure and to extract the feature .",67,1
1419,Robotics,"In numerous computational applications in mechanics, in engineering, as well as, in financial issues, the ability of manipulating instantly the state vector from the input is more than significant. Thus, in this paper, we extend a method for the instantly state transferring of linear singular descriptor differential systems, which is based on impulsive distributions. Using linear algebra techniques and the generalized inverse theory, the input's coefficients are determined.","in numerous computational application in mechanic , in engineering , as well as , in financial issue , the ability of manipulate instantly the state vector from the input be more than significant . thus , in this paper , we extend a method for the instantly state transfer of linear singular descriptor differential system , which be base on impulsive distribution . use linear algebra technique and the generalize inverse theory , the input 's coefficient be determine .",68,0
1420,Robotics,"This paper is concerned with modified function projective synchronization in discrete-time chaotic and hyperchaotic systems. The control method is based on the active control idea and the backstepping design method. Firstly, the projective synchronization control method is given mathematically. Then, the 2D discrete-time Henon map, the 2D discrete-time kawakami system, the 3D Henon map and the 3D Henon-like map are chosen to verify the correctness and effectiveness of the control method.","this paper be concern with modify function projective synchronization in discrete-time chaotic and hyperchaotic system . the control method be base on the active control idea and the backstepp design method . firstly , the projective synchronization control method be give mathematically . then , the 2d discrete-time henon map , the 2d discrete-time kawakami system , the 3d henon map and the 3d henon-like map be choose to verify the correctness and effectiveness of the control method .",71,0.3333333333333333
1421,Robotics,"Nanotechnology is an emerging area with very useful applications in medicine. Study of flagellar propulsion in microorganisms gives us an idea of how to design swimming nanorobots. Resistive force theory gives good results for small amplitudes of bending waves. Resistive force theory based modeling of swimming nanorobots with small amplitude and an inert head is done. The nature of change of efficiency and velocity fraction with other non-dimensional parameters are simulated and analyzed. The expression for the total thrust force on the moving robot is also derived and discussed.","nanotechnology be an emerge area with very useful application in medicine . study of flagellar propulsion in microorganism give us an idea of how to design swimming nanorobot . resistive force theory give good result for small amplitude of bend wave . resistive force theory base modeling of swimming nanorobot with small amplitude and an inert head be do . the nature of change of efficiency and velocity fraction with other non-dimensional parameter be simulated and analyze . the expression for the total thrust force on the move robot be also derive and discuss .",89,0.3333333333333333
1422,Robotics,"Recently, it is well known that identity authentication is one of the most important technologies in computer systems and information networks. This study focuses on a new identity authentication method, whose originality is that we admit to use ldquotimerdquo instead of binary bits string in passwords. In this paper we propose fuzzy timing passwords, which enable us to secure security in identity authentication systems and avoid constrains of users. Then, we consider the effectiveness and constraint of them in practical use.","recently , it be well know that identity authentication be one of the most important technology in computer system and information network . this study focus on a new identity authentication method , whose originality be that we admit to use ldquotimerdquo instead of binary bit string in password . in this paper we propose fuzzy timing password , which enable us to secure security in identity authentication system and avoid constrain of user . then , we consider the effectiveness and constraint of them in practical use .",81,0.3333333333333333
1423,Robotics,"The new approach to structure verification of the Web hyperlinks is presented in the paper. It utilizes several types of patterns extracted from the Web usage data: positive and negative association rules, positive sequential patterns as well as the new kind of patterns - sequential patterns with negative conclusions. All they enable to appraise the usefulness of hyperlinks in both the positive and negative way. Based on this knowledge, the content managers can adequately promote the trustworthy hyperlinks and remove the negatively verified ones.","the new approach to structure verification of the web hyperlink be present in the paper . it utilize several type of pattern extract from the web usage data : positive and negative association rule , positive sequential pattern as well as the new kind of pattern - sequential pattern with negative conclusion . all they enable to appraise the usefulness of hyperlink in both the positive and negative way . base on this knowledge , the content manager can adequately promote the trustworthy hyperlink and remove the negatively verify one .",84,0.75
1424,Robotics,"This paper provides an image-based localization method based on tilt photographing of a single CCD camera. Image captured by the CCD camera is pre-processing to locate the target object in the picture in terms of pixel count deviation from the CCD camera. By using an established formula based on relationship between tilt angle of the CCD camera and distance, coordinate of the target object can be calculated. Experiment results have demonstrated that the feasibility of the proposed approach with satisfactory accuracy in determining the position of the target object.","this paper provide an image-based localization method base on tilt photograph of a single ccd camera . image capture by the ccd camera be pre-processing to locate the target object in the picture in term of pixel count deviation from the ccd camera . by use an establish formula base on relationship between tilt angle of the ccd camera and distance , coordinate of the target object can be calculate . experiment result have demonstrate that the feasibility of the proposed approach with satisfactory accuracy in determine the position of the target object .",89,0.6666666666666666
1425,Robotics,"This paper presents a novel method by regulating the height of a CCD camera to measure the width and height of a targeted object. That is, three-dimensional measurement can be obtained with the use of a single CCD camera. To facilitate the measurement using various kinds of CCD cameras, parameters pertinent to the cameras can be established via a proposed mechanism in this paper. As a result, any kinds of CCD cameras can be used to perform three dimensional measurement of a targeted object via software implementation of the proposed measuring method. No changes to the circuits or structure of the camera are required.","this paper present a novel method by regulate the height of a ccd camera to measure the width and height of a targeted object . that be , three-dimensional measurement can be obtain with the use of a single ccd camera . to facilitate the measurement use various kind of ccd camera , parameter pertinent to the camera can be establish via a propose mechanism in this paper . as a result , any kind of ccd camera can be use to perform three dimensional measurement of a targeted object via software implementation of the propose measure method . no change to the circuit or structure of the camera be require .",104,0.6666666666666666
1426,Robotics,"In this study, a fuzzy sliding mode controller for a rotary inverted pendulum is designed. Sliding mode controllers are high performance nonlinear controllers. Not only Sliding mode controller stabilizes the system under control effectively but also it robustly compensates the effect of bounded uncertainties and shows invariance properties in the presence of bounded disturbance. In this study, a fuzzy system is added to the classical sliding mode controller to adaptively estimate the equivalent signal of the sliding mode controller. In addition, using Lyapunov theory the stability of the controller and the adaptation law is guaranteed.","in this study , a fuzzy slide mode controller for a rotary inverted pendulum be design . slide mode controller be high performance nonlinear controller . not only slide mode controller stabilize the system under control effectively but also it robustly compensate the effect of bounded uncertainty and show invariance property in the presence of bounded disturbance . in this study , a fuzzy system be add to the classical slide mode controller to adaptively estimate the equivalent signal of the slide mode controller . in addition , use lyapunov theory the stability of the controller and the adaptation law be guarantee .",95,0.6666666666666666
1427,Robotics,"In this paper, we propose a new method for detecting and extracting moving objects from moving stereo camera. Our purpose is not only detecting objects but also extracting shapes and colors of detected moving objects from stereo video streams. First, we estimate the camera motion from three-dimensional optical flow based on RANSAC. Secondly we detect moving objects from the scene by inter-frame subtraction. Then we extract the contour of the moving object based on intensity edge, disparity map and inter-frame subtraction. Finally we carry out some experiments and show some results. From results, we can detect and extract the moving object.","in this paper , we propose a new method for detect and extract move object from move stereo camera . our purpose be not only detect object but also extract shape and color of detect move object from stereo video stream . first , we estimate the camera motion from three-dimensional optical flow base on ransac . secondly we detect move object from the scene by inter-frame subtraction . then we extract the contor of the move object base on intensity edge , disparity map and inter-frame subtraction . finally we carry out some experiment and show some result . from result , we can detect and extract the move object .",101,0.25
1428,Robotics,"The objective of this paper is to investigate the asymmetric approach for increasing the transfer capacity of a corridor affected by single-phase faults. The paper consists of a comparative study of symmetric and asymmetric operations for a corridor with N parallel lines. The basis of the comparison is the reactive compensation required to restore the initial power flow following one or several contingencies. An economic analysis is presented for each case analyzed. The paper also aims at determining the operating conditions and criteria of analysis favorable to the asymmetric operation.","the objective of this paper be to investigate the asymmetric approach for increase the transfer capacity of a corridor affect by single-phase fault . the paper consist of a comparative study of symmetric and asymmetric operation for a corridor with n parallel line . the basis of the comparison be the reactive compensation require to restore the initial power flow follow one or several contingency . an economic analysis be present for each case analyze . the paper also aim at determine the operating condition and criterion of analysis favorable to the asymmetric operation .",90,0.42857142857142855
1429,Robotics,"This paper describes development and demonstration of an obstacle avoidance algorithm termed ELA+ that is adaptable to rescue robots. ELA+ consists of two routines; one related to goal-oriented intention and the other to standing rotation for steering. In ELA+, autonomous navigation based on ELA (emergency level around) proceeds until a goal is reached, and goal-oriented navigation with ELA then follows. It was assumed that the tested scenario was similar to an actual disaster situation, and ELA+ was shown to be able to avoid obstacles located in a 2D virtual space. Simulation results show that ELA+ is able to guide a robot successfully to a goal using only bearing information, even when the distance to the goal and the localization are not prepared.","this paper describe development and demonstration of an obstacle avoidance algorithm term ela + that be adaptable to rescue robot . ela + consist of two routine ; one relate to goal-oriented intention and the other to stand rotation for steer . in ela + , autonomous navigation base on ela -LRB- emergency level around -RRB- proceed until a goal be reach , and goal-oriented navigation with ela then follow . it be assume that the test scenario be similar to an actual disaster situation , and ela + be show to be able to avoid obstacle locate in a 2d virtual space . simulation result show that ela + be able to guide a robot successfully to a goal use only bear information , even when the distance to the goal and the localization be not prepare .",122,1
1430,Robotics,"Recently particle swarm optimization (PSO) algorithm gained popularity and employed in many engineering applications because of its simplicity and efficiency. The performance of the PSO algorithm can further be improved by using hybrid techniques. There are various hybrid PSO algorithms published in the literature where researchers combine the benefits of PSO with other heuristics algorithms. In this paper, we propose a cooperative line search particle swarm optimization (CLS-PSO) algorithm by integrating local line search technique and basic PSO (B-PSO). The performance of the proposed hybrid algorithm, examined through four typically nonlinear optimization problems, is reported. Our experimental results show that CLS-PSO outperforms basic PSO.","recently particle swarm optimization -LRB- pso -RRB- algorithm gain popularity and employ in many engineering application because of its simplicity and efficiency . the performance of the pso algorithm can far be improve by use hybrid technique . there be various hybrid pso algorithm publish in the literature where researcher combine the benefit of pso with other heuristic algorithm . in this paper , we propose a cooperative line search particle swarm optimization -LRB- cls-pso -RRB- algorithm by integrate local line search technique and basic pso -LRB- b-pso -RRB- . the performance of the propose hybrid algorithm , examine through four typically nonlinear optimization problem , be report . our experimental result show that cls-pso outperform basic pso .",104,0.75
1431,Robotics,"This paper utilizes the Ant Colony Optimization algorithm to explore an unknown Web site, mapping its structure and navigation routing so that accessibility and performance information can be attained. The investigation will also unveil changing structure of the Web site adaptively such as new links, removed links, and unreachable links. As a consequence, coverage of all reachable nodes within the designated Web site can be obtained, along with essential performance statistics to reflect near optimal accessible paths to any given node in the web site. By virtue of the simplicity of the Ant Colony Optimization algorithm, some straightforward mapping techniques were employed to entail opportunistic commercialization of the proposed algorithm.","this paper utilize the ant colony optimization algorithm to explore an unknown web site , map its structure and navigation rout so that accessibility and performance information can be attain . the investigation will also unveil change structure of the web site adaptively such as new link , remove link , and unreachable link . as a consequence , coverage of all reachable node within the designate web site can be obtain , along with essential performance statistic to reflect near optimal accessible path to any give node in the web site . by virtue of the simplicity of the ant colony optimization algorithm , some straightforward mapping technique be employ to entail opportunistic commercialization of the propose algorithm .",110,0.25
1432,Robotics,"In this paper, a control method for space robot formation flying is proposed. A neural network based on radial basis function is used to modify the parameters of exponent reaching law of sliding mode control in order to get an optimal balance between convergence speed of the sliding quantity and fuel consumption; Exponent reaching law with saturation function is adopted to weaken the chattering which is actuated by unmodeled dynamics and the high frequency switch control; And also, the sliding quantity is constructed as a PID form of the relative position error to improve the control accuracy. The results of the simulation prove the effectiveness of the proposed neural network-based sliding mode control method for space robot formation flying.","in this paper , a control method for space robot formation fly be propose . a neural network base on radial basis function be use to modify the parameter of exponent reach law of slide mode control in order to get an optimal balance between convergence speed of the slide quantity and fuel consumption ; exponent reach law with saturation function be adopt to weaken the chattering which be actuate by unmodeled dynamic and the high frequency switch control ; and also , the slide quantity be construct as a pid form of the relative position error to improve the control accuracy . the result of the simulation prove the effectiveness of the propose neural network-based slide mode control method for space robot formation fly .",119,1
1433,Robotics,"This paper addresses the problem of the development of optimal offering strategies by electricity producers in day-ahead energy auctions with step-wise energy offer format and transmission constraints. The producer energy offer optimization is formulated as a bi-level optimization problem, which is converted to a mathematical program with equilibrium constraints (MPEC). The producer MPEC is subsequently converted to a mixed integer linear program (MILP) using binary expansion of offer quantities and prices. The uncertainties under which the producer must develop his offering strategy are modeled. Test results on a small three-node, ten-unit test system address the effect of the transmission network on the producer strategic behavior in the day-ahead energy market.","this paper address the problem of the development of optimal offering strategy by electricity producer in day-ahead energy auction with step-wise energy offer format and transmission constraint . the producer energy offer optimization be formulate as a bi-level optimization problem , which be convert to a mathematical program with equilibrium constraint -LRB- mpec -RRB- . the producer mpec be subsequently convert to a mixed integer linear program -LRB- milp -RRB- use binary expansion of offer quantity and price . the uncertainty under which the producer must develop his offering strategy be model . test result on a small three-node , ten-unit test system address the effect of the transmission network on the producer strategic behavior in the day-ahead energy market .",110,0
1434,Robotics,"This paper discusses an algorithm to realize the autonomous organization of a transportation network system inspired by social insects. As social insects, a group of ants show advanced performance in their activity by using a chemical substance called pheromone. Although the pheromone shows some interesting characteristics, it is difficult to use it in real applications. By introducing artificial pheromone system composed of data carriers and autonomous robots, the robotic system creates a potential field to navigate their group. We have developed a pheromone density model to realize the function of pheromones with the help of data carriers. We intend to show the effectiveness of the proposed system by performing simulations. The pheromone potential field system can be used in a transportation network system.","this paper discuss an algorithm to realize the autonomous organization of a transportation network system inspire by social insect . as social insect , a group of ant show advanced performance in their activity by use a chemical substance call pheromone . although the pheromone show some interesting characteristic , it be difficult to use it in real application . by introduce artificial pheromone system compose of data carrier and autonomous robot , the robotic system create a potential field to navigate their group . we have develop a pheromone density model to realize the function of pheromone with the help of data carrier . we intend to show the effectiveness of the propose system by perform simulation . the pheromone potential field system can be use in a transportation network system .",123,0.6666666666666666
